customer_id,name,age,city,city_tier,occupation,true_monthly_income,declared_monthly_income,tenure_months,existing_products,digital_engagement_score,loan_product_interest,conversion_probability,loan_converted,cashflow_cv,existing_emi_ratio
IDBI100357,Devansh Soni,21,Vadodara,Tier 2,salaried,148509.36,147332.22,25,4,0.5771,Personal Loan,0.0198,0,0.377,0.2032
IDBI100358,Janaki Varghese,37,Agartala,Tier 3,salaried,143549.42,142360.32,75,0,0.65,Mortgage Loan,0.1824,0,0.2744,0.0
IDBI100359,Siya Thakur,38,Bengaluru,Tier 1,salaried,110745.74,107342.27,4,2,0.7718,Home Loan,0.1419,0,0.2795,0.1911
IDBI100360,Caleb Verma,28,Salem,Tier 3,salaried,250000.0,262092.79,3,0,0.7242,Personal Loan,0.1419,0,0.2719,0.0
IDBI100361,Tara Balasubramanian,32,Bilaspur,Tier 3,salaried,250000.0,248208.8,3,1,0.5764,Home Loan,0.0573,0,0.2831,0.0921
IDBI100362,Varenya Ratti,47,Delhi,Tier 1,gig_worker,37754.58,32810.31,94,2,0.96,Personal Loan,0.2142,0,0.1396,0.1903
IDBI100363,Hritik Swaminathan,44,Salem,Tier 3,salaried,92455.8,89261.64,20,1,0.6877,Auto Loan,0.0911,1,0.2826,0.0965
IDBI100364,Ethan Buch,32,Hyderabad,Tier 1,self_employed,212273.83,128569.73,10,4,0.8349,Auto Loan,0.1419,0,0.3274,0.2052
IDBI100365,Manbir Bhatti,46,Bilaspur,Tier 3,salaried,69194.58,69497.56,42,3,0.7397,Home Loan,0.0323,0,0.3794,0.2227
IDBI100366,Anvi Nair,26,Agartala,Tier 3,salaried,164241.82,161647.94,59,1,0.7378,Auto Loan,0.0431,0,0.3555,0.1017
IDBI100367,Chaitaly Setty,59,Kanpur,Tier 2,gig_worker,48859.89,49875.58,31,2,0.5096,Auto Loan,0.0356,0,0.1512,0.192
IDBI100368,Hardik Contractor,35,Siliguri,Tier 3,salaried,201015.37,210395.19,21,1,0.4738,Personal Loan,0.0392,0,0.3653,0.0982
IDBI100369,Qushi Seth,28,Chennai,Tier 1,salaried,130981.8,128633.73,7,2,0.3283,Mortgage Loan,0.0356,0,0.2938,0.1483
IDBI100370,Odika Nori,38,Coimbatore,Tier 2,self_employed,236568.71,148006.35,32,1,0.5447,Auto Loan,0.0573,0,0.2955,0.0926
IDBI100371,Mohini Sagar,35,Mumbai,Tier 1,salaried,250000.0,251120.03,4,1,0.2465,Home Loan,0.0323,0,0.2847,0.0946
IDBI100372,Dhriti Sane,30,Chennai,Tier 1,gig_worker,24918.24,20023.19,54,3,0.6695,Personal Loan,0.0431,0,0.1733,0.2068
IDBI100373,Aadhya Prasad,34,Delhi,Tier 1,self_employed,141722.61,131043.93,12,3,0.435,Home Loan,0.0266,0,0.3018,0.1704
IDBI100374,Urvi Bhavsar,54,Salem,Tier 3,self_employed,187709.21,137686.71,31,3,0.163,Personal Loan,0.0198,0,0.2068,0.2077
IDBI100375,Frederick Chander,22,Kanpur,Tier 2,salaried,121399.65,116947.73,94,2,0.3367,Mortgage Loan,0.0431,0,0.2677,0.1534
IDBI100376,Gopal Pradhan,44,Agartala,Tier 3,self_employed,153979.09,124951.4,3,1,0.6343,Mortgage Loan,0.0431,0,0.2877,0.0905
IDBI100377,Darpan Narayan,21,Shimla,Tier 3,salaried,143024.05,142555.8,4,4,0.781,Auto Loan,0.1192,0,0.2751,0.2071
IDBI100378,Nirja Pandya,31,Mysuru,Tier 2,self_employed,151935.49,135886.26,11,1,0.5971,Personal Loan,0.0266,0,0.2341,0.1085
IDBI100379,Charan Mani,28,Lucknow,Tier 2,self_employed,264749.46,227403.07,4,4,0.5013,Personal Loan,0.0293,0,0.2113,0.1996
IDBI100380,Indira Chawla,46,Chandigarh,Tier 2,salaried,151995.93,149133.13,26,0,0.7411,Mortgage Loan,0.1419,0,0.3472,0.0
IDBI100381,Mohammed Subramaniam,21,Vadodara,Tier 2,self_employed,132268.79,85988.01,38,0,0.5015,Mortgage Loan,0.063,0,0.2693,0.0
IDBI100382,Hritik Palla,21,Udaipur,Tier 3,salaried,247236.42,256560.21,10,1,0.6373,Mortgage Loan,0.0911,0,0.3497,0.0974
IDBI100383,Ishwar Mallick,49,Chennai,Tier 1,self_employed,109757.42,74118.4,7,0,0.4577,Home Loan,0.0522,0,0.2841,0.0
IDBI100384,Pushti Bal,32,Chennai,Tier 1,self_employed,301469.17,250913.52,48,1,0.5052,Mortgage Loan,0.0691,0,0.3136,0.0924
IDBI100385,Ayush Gole,42,Hyderabad,Tier 1,salaried,161614.95,163526.61,54,2,0.8019,Home Loan,0.1978,0,0.3401,0.1651
IDBI100386,Dayamai Nori,45,Moradabad,Tier 3,salaried,75668.54,77274.38,6,1,0.7282,Home Loan,0.0293,0,0.3779,0.0911
IDBI100387,Abeer Golla,34,Bilaspur,Tier 3,salaried,74096.16,71552.89,41,2,0.6726,Home Loan,0.0691,0,0.3424,0.1586
IDBI100388,Nandini Boase,37,Hyderabad,Tier 1,self_employed,242808.42,171489.33,81,0,0.399,Mortgage Loan,0.1091,0,0.2937,0.0
IDBI100389,Azaan Chand,42,Chennai,Tier 1,salaried,103229.43,99553.1,3,2,0.7732,Home Loan,0.1419,0,0.3479,0.1703
IDBI100390,Krisha Saini,43,Ujjain,Tier 3,self_employed,400000.0,325964.11,40,2,0.157,Auto Loan,0.009,0,0.3561,0.1755
IDBI100391,Harita Dugar,36,Siliguri,Tier 3,salaried,237191.13,248575.25,152,1,0.719,Home Loan,0.168,0,0.3432,0.0919
IDBI100392,Devika Nair,34,Indore,Tier 2,salaried,55317.03,56767.06,99,1,0.7044,Home Loan,0.1192,0,0.3494,0.0956
IDBI100393,Charles Dugal,46,Salem,Tier 3,self_employed,128463.29,114043.97,3,2,0.4573,Mortgage Loan,0.0198,0,0.1924,0.1686
IDBI100394,Chandran Bumb,25,Mumbai,Tier 1,salaried,121690.81,125580.98,180,0,0.6505,Home Loan,0.2142,0,0.283,0.0
IDBI100395,Saanvi Samra,38,Shimla,Tier 3,salaried,106732.16,102464.53,11,2,0.5302,Home Loan,0.0134,0,0.3792,0.1555
IDBI100396,Riya Sachdeva,39,Bareilly,Tier 3,self_employed,175175.65,109073.16,4,4,0.5014,Mortgage Loan,0.0198,0,0.2249,0.2073
IDBI100397,Tanveer Vala,43,Pune,Tier 1,salaried,147680.24,147304.16,60,2,0.4151,Home Loan,0.018,0,0.3577,0.17
IDBI100398,Hemani Sani,23,Chennai,Tier 1,salaried,95296.34,97545.67,13,1,0.3678,Personal Loan,0.0241,0,0.354,0.0925
IDBI100399,Bhanumati Sur,32,Mumbai,Tier 1,self_employed,368022.89,221912.37,19,3,0.1825,Auto Loan,0.011,0,0.4037,0.2239
IDBI100400,Chakradev Kannan,22,Mathura,Tier 3,self_employed,158456.3,123474.57,24,0,0.673,Mortgage Loan,0.0998,0,0.3037,0.0
IDBI100401,Christopher Amble,44,Bhopal,Tier 2,salaried,250000.0,249098.41,10,3,0.444,Home Loan,0.0323,0,0.2766,0.2304
IDBI100402,Charvi Kakar,28,Aligarh,Tier 3,salaried,250000.0,241614.15,18,3,0.352,Auto Loan,0.0474,0,0.342,0.2327
IDBI100403,Aadhya Mann,42,Bengaluru,Tier 1,self_employed,122434.66,111504.74,40,2,0.3324,Mortgage Loan,0.0431,0,0.139,0.1877
IDBI100404,Jagdish Amble,27,Chennai,Tier 1,salaried,191772.23,190067.9,9,0,0.687,Auto Loan,0.0832,0,0.3576,0.0
IDBI100405,Qushi Gill,36,Udaipur,Tier 3,self_employed,187923.22,116126.07,35,1,0.4444,Home Loan,0.0431,0,0.2196,0.0914
IDBI100406,Lajita Walia,37,Moradabad,Tier 3,gig_worker,80000.0,44196.01,99,2,0.7552,Personal Loan,0.1824,0,0.1737,0.1571
IDBI100407,Xiti Pandya,39,Patna,Tier 2,self_employed,115160.39,69877.9,116,0,0.5091,Personal Loan,0.0832,1,0.2565,0.0
IDBI100408,Mekhala Basak,21,Vadodara,Tier 2,salaried,250000.0,254610.88,25,2,0.439,Home Loan,0.0474,0,0.2774,0.1599
IDBI100409,Anirudh Sharaf,38,Pune,Tier 1,self_employed,274058.67,192191.74,58,3,0.2949,Personal Loan,0.0392,0,0.3117,0.1842
IDBI100410,Dhriti Sanghvi,49,Ujjain,Tier 3,salaried,120962.85,116012.1,10,1,0.5314,Mortgage Loan,0.0392,0,0.2781,0.1053
IDBI100411,Omisha Mann,44,Mumbai,Tier 1,self_employed,110249.69,104678.91,4,2,0.2665,Personal Loan,0.018,1,0.2402,0.1813
IDBI100412,Nidhi Bail,51,Shimla,Tier 3,salaried,139337.72,145611.8,27,2,0.7814,Mortgage Loan,0.2142,0,0.338,0.1323
IDBI100413,Onveer Sharma,28,Delhi,Tier 1,self_employed,72965.0,46896.68,9,2,0.3389,Home Loan,0.018,0,0.2424,0.1549
IDBI100414,Gaurang Sarkar,21,Mysuru,Tier 2,gig_worker,21899.53,14148.86,22,1,0.7221,Personal Loan,0.0474,0,0.1287,0.0818
IDBI100415,Yagnesh Sarin,34,Chandigarh,Tier 2,salaried,115130.13,119440.58,15,2,0.6821,Home Loan,0.0691,0,0.3489,0.1565
IDBI100416,Farhan Randhawa,24,Salem,Tier 3,gig_worker,61824.35,51122.24,11,3,0.6715,Personal Loan,0.0392,0,0.1638,0.2103
IDBI100417,Harinakshi Kant,44,Bengaluru,Tier 1,salaried,250000.0,250991.54,3,0,0.462,Auto Loan,0.0522,0,0.3513,0.0
IDBI100418,Om Bose,36,Vadodara,Tier 2,salaried,103824.59,103951.89,24,3,0.7721,Home Loan,0.0832,0,0.357,0.1933
IDBI100419,Yashvi Hari,42,Mumbai,Tier 1,salaried,69481.02,69404.25,18,1,0.5306,Auto Loan,0.0323,0,0.3566,0.0856
IDBI100420,Indali Divan,32,Ranchi,Tier 2,salaried,73799.55,71568.52,13,1,0.5812,Personal Loan,0.0573,0,0.3463,0.0957
IDBI100421,Harshil Dhingra,44,Kolkata,Tier 1,self_employed,379248.08,369764.02,42,0,0.5655,Mortgage Loan,0.1091,0,0.2014,0.0
IDBI100422,Rudra Ghose,42,Coimbatore,Tier 2,gig_worker,31110.15,33247.86,10,1,0.9083,Personal Loan,0.1301,0,0.1754,0.1001
IDBI100423,Faqid Goel,37,Ujjain,Tier 3,self_employed,170578.05,127821.17,5,2,0.2398,Auto Loan,0.009,0,0.3029,0.1635
IDBI100424,Ucchal Sen,29,Udaipur,Tier 3,salaried,207925.87,209050.74,6,2,0.439,Mortgage Loan,0.0323,0,0.2771,0.1732
IDBI100425,Diya Dora,41,Pune,Tier 1,self_employed,165812.88,130249.98,6,1,0.2446,Auto Loan,0.0148,0,0.181,0.1039
IDBI100426,Ekansh Singh,46,Bengaluru,Tier 1,salaried,125422.65,131377.22,66,2,0.8387,Personal Loan,0.31,0,0.2692,0.1134
IDBI100427,Chavvi Maharaj,50,Jaipur,Tier 2,self_employed,110564.44,82461.9,66,0,0.3591,Home Loan,0.063,0,0.2827,0.0
IDBI100428,Indira Tripathi,41,Indore,Tier 2,gig_worker,55919.35,43132.22,5,2,0.8113,Mortgage Loan,0.0998,0,0.1179,0.1835
IDBI100429,Dayita Shenoy,46,Kolkata,Tier 1,self_employed,144265.72,131449.69,17,1,0.028,Mortgage Loan,0.0219,0,0.2602,0.0899
IDBI100430,Baljiwan Bhandari,39,Mysuru,Tier 2,salaried,158699.26,162246.74,30,1,0.2793,Home Loan,0.0431,0,0.2808,0.1108
IDBI100431,Bhavini Bose,44,Mumbai,Tier 1,gig_worker,28373.69,15084.19,3,2,0.6449,Home Loan,0.0474,0,0.125,0.1616
IDBI100432,Yashica Rajagopalan,43,Kolkata,Tier 1,salaried,250000.0,258112.93,19,0,0.7447,Personal Loan,0.2315,0,0.2738,0.0
IDBI100433,Benjamin Sengupta,40,Nagpur,Tier 2,salaried,203829.77,213377.54,27,3,0.6759,Mortgage Loan,0.0474,0,0.3601,0.1652
IDBI100434,Ekanta Soni,22,Hyderabad,Tier 1,salaried,250000.0,254100.31,14,2,0.5372,Auto Loan,0.0998,0,0.2827,0.1417
IDBI100435,David Seshadri,43,Kochi,Tier 2,salaried,250000.0,251431.3,48,1,0.3586,Auto Loan,0.0293,0,0.3578,0.1007
IDBI100436,Hemal Chad,32,Delhi,Tier 1,salaried,98644.43,102165.54,41,1,0.5917,Auto Loan,0.0323,0,0.3511,0.0957
IDBI100437,Balveer Kota,26,Kolkata,Tier 1,salaried,118040.7,114489.53,19,3,0.8125,Home Loan,0.1978,0,0.2787,0.2007
IDBI100438,Reva Viswanathan,37,Pune,Tier 1,gig_worker,29903.7,25552.19,46,4,0.9663,Mortgage Loan,0.1091,0,0.3113,0.2144
IDBI100439,Januja Pradhan,40,Bengaluru,Tier 1,self_employed,265360.45,210612.68,3,3,0.6316,Home Loan,0.0573,0,0.3119,0.1784
IDBI100440,Lila Rege,55,Hyderabad,Tier 1,self_employed,141415.07,137683.58,52,4,0.5851,Mortgage Loan,0.0356,0,0.2522,0.2318
IDBI100441,Charles Natt,38,Ranchi,Tier 2,salaried,134784.44,140856.52,17,2,0.6942,Home Loan,0.0691,0,0.2915,0.1612
IDBI100442,Forum Chandra,33,Bengaluru,Tier 1,salaried,194067.52,188268.3,3,1,0.4712,Auto Loan,0.0323,0,0.3811,0.1043
IDBI100443,Bhanumati Krishnan,44,Guwahati,Tier 2,salaried,178372.64,183707.45,25,1,0.7699,Home Loan,0.1091,0,0.379,0.0997
IDBI100444,Gauri Bumb,31,Bengaluru,Tier 1,gig_worker,73783.13,61444.55,83,1,0.619,Home Loan,0.1192,0,0.1763,0.11
IDBI100445,Inaya Mukherjee,26,Mysuru,Tier 2,salaried,134828.78,129248.43,29,1,0.3658,Personal Loan,0.0198,0,0.3504,0.0997
IDBI100446,Kai Chad,21,Rourkela,Tier 3,self_employed,161312.99,145499.97,111,1,0.564,Mortgage Loan,0.0522,0,0.2547,0.097
IDBI100447,Krisha Narasimhan,40,Jaipur,Tier 2,salaried,250000.0,237646.62,3,1,0.3968,Mortgage Loan,0.0198,0,0.3501,0.1013
IDBI100448,Girik Sampath,41,Udaipur,Tier 3,gig_worker,36587.99,32983.79,19,1,0.8167,Personal Loan,0.1824,0,0.1591,0.1028
IDBI100449,Andrew Patil,52,Moradabad,Tier 3,self_employed,154806.87,108488.55,91,2,0.3556,Personal Loan,0.0392,0,0.3485,0.1363
IDBI100450,Pranit Kala,51,Mysuru,Tier 2,gig_worker,64341.26,61668.35,10,0,0.8571,Home Loan,0.1301,0,0.1941,0.0
IDBI100451,Vedika Handa,44,Bhopal,Tier 2,salaried,112238.22,112696.46,61,0,0.2232,Home Loan,0.0266,0,0.3787,0.0
IDBI100452,Laksh Dubey,56,Pune,Tier 1,self_employed,400000.0,294079.8,85,1,0.3879,Auto Loan,0.0691,0,0.3137,0.0924
IDBI100453,Chakrika Chaudhuri,44,Hyderabad,Tier 1,salaried,207122.53,198605.1,72,1,0.8665,Home Loan,0.2315,0,0.3862,0.1003
IDBI100454,Gayathri Deep,32,Chennai,Tier 1,self_employed,77307.88,69467.38,80,2,0.3497,Personal Loan,0.0356,0,0.2932,0.1668
IDBI100455,Mitesh Gaba,29,Bengaluru,Tier 1,salaried,164701.79,160636.97,29,2,0.5898,Home Loan,0.0241,0,0.351,0.168
IDBI100456,Noah Sarma,27,Delhi,Tier 1,salaried,192910.85,198760.14,29,2,0.4176,Home Loan,0.0759,1,0.3479,0.1327
IDBI100457,Nirja Patla,21,Pune,Tier 1,salaried,250000.0,260081.84,3,1,0.7253,Home Loan,0.1091,0,0.2667,0.1014
IDBI100458,Sachi Mane,48,Mumbai,Tier 1,salaried,119991.26,121143.94,3,1,0.7676,Auto Loan,0.0911,0,0.3788,0.0936
IDBI100459,Vivaan Walla,51,Ahmedabad,Tier 1,salaried,190733.43,181269.81,9,1,0.5007,Auto Loan,0.0323,0,0.3748,0.1094
IDBI100460,Dayamai Singh,40,Nagpur,Tier 2,salaried,174411.62,170998.52,3,0,0.3692,Home Loan,0.0219,1,0.3542,0.0
IDBI100461,Jhalak Sastry,49,Hyderabad,Tier 1,salaried,106416.1,109532.39,85,2,0.7089,Home Loan,0.1091,0,0.2759,0.1667
IDBI100462,Baghyawati Raja,42,Ranchi,Tier 2,salaried,119847.82,119885.37,13,4,0.6295,Home Loan,0.0323,0,0.3757,0.1983
IDBI100463,Neel Iyengar,28,Salem,Tier 3,salaried,141820.99,135539.72,4,0,0.3452,Home Loan,0.0474,0,0.2824,0.0
IDBI100464,Zashil Ben,34,Ahmedabad,Tier 1,salaried,79480.66,77378.92,97,3,0.7043,Mortgage Loan,0.0522,0,0.3617,0.2181
IDBI100465,Kamya Chauhan,43,Bhopal,Tier 2,gig_worker,44548.97,46825.99,84,0,0.8589,Auto Loan,0.3318,0,0.1064,0.0
IDBI100466,Bhavani Chacko,41,Chennai,Tier 1,salaried,115130.43,114541.55,32,0,0.3284,Auto Loan,0.0832,0,0.2751,0.0
IDBI100467,Anjali Sengupta,23,Ranchi,Tier 2,salaried,141847.69,139058.45,17,0,0.5388,Mortgage Loan,0.0431,0,0.355,0.0
IDBI100468,Rajeshri Chand,43,Hyderabad,Tier 1,gig_worker,22581.01,13879.72,52,1,0.8044,Auto Loan,0.0911,0,0.1826,0.0924
IDBI100469,Shravya Palla,21,Hyderabad,Tier 1,salaried,139850.68,139299.42,83,2,0.6141,Home Loan,0.1091,0,0.348,0.1669
IDBI100470,Oeshi Bera,21,Mumbai,Tier 1,self_employed,292685.26,275298.49,23,2,0.4406,Auto Loan,0.0392,0,0.2197,0.1748
IDBI100471,Yadavi Prakash,32,Kochi,Tier 2,salaried,161354.94,163219.44,3,2,0.5591,Home Loan,0.0293,0,0.2833,0.1716
IDBI100472,Libni Bumb,35,Jodhpur,Tier 3,salaried,237155.41,237106.76,13,3,0.631,Auto Loan,0.0998,0,0.2702,0.2305
IDBI100473,Udarsh Bala,41,Pune,Tier 1,self_employed,56011.4,33765.83,61,1,0.2178,Home Loan,0.0134,0,0.3961,0.104
IDBI100474,Hardik Nayak,38,Bilaspur,Tier 3,self_employed,145387.16,136230.94,16,2,0.3785,Mortgage Loan,0.0219,0,0.2479,0.1911
IDBI100475,Laksh Barad,31,Indore,Tier 2,self_employed,225390.21,219514.02,64,2,0.2329,Mortgage Loan,0.0121,0,0.4479,0.1534
IDBI100476,Urmi Dewan,36,Ranchi,Tier 2,gig_worker,79994.3,41859.39,7,3,0.7454,Home Loan,0.0241,0,0.2132,0.1723
IDBI100477,Saumya Ahluwalia,30,Delhi,Tier 1,salaried,113524.25,108739.62,15,4,0.8218,Home Loan,0.1978,0,0.2751,0.2436
IDBI100478,Anirudh Kunda,34,Guwahati,Tier 2,self_employed,382644.25,270141.8,21,3,0.2464,Home Loan,0.0198,0,0.2323,0.2277
IDBI100479,Mason Wable,30,Indore,Tier 2,gig_worker,64687.89,51121.43,24,0,0.7212,Auto Loan,0.1192,0,0.1517,0.0
IDBI100480,Indrajit Mani,35,Bhopal,Tier 2,self_employed,165945.18,139457.49,3,1,0.6088,Personal Loan,0.0431,0,0.2059,0.0961
IDBI100481,Charvi Dara,21,Kochi,Tier 2,salaried,250000.0,251417.73,48,2,0.5863,Personal Loan,0.063,0,0.2729,0.1813
IDBI100482,William Saini,53,Pune,Tier 1,gig_worker,30182.39,21551.25,32,1,0.9416,Personal Loan,0.1419,0,0.2452,0.1027
IDBI100483,Dev Choudhry,44,Kolkata,Tier 1,gig_worker,80000.0,84077.68,18,0,0.6928,Auto Loan,0.0911,0,0.1809,0.0
IDBI100484,Amol Varma,33,Mumbai,Tier 1,salaried,122561.29,122340.62,3,1,0.7651,Home Loan,0.0911,0,0.3559,0.0988
IDBI100485,Maanas Manne,21,Lucknow,Tier 2,self_employed,244456.38,212095.59,4,1,0.5274,Mortgage Loan,0.0392,0,0.2347,0.1086
IDBI100486,Aarav Pandit,36,Chennai,Tier 1,salaried,250000.0,240098.98,118,2,0.9105,Mortgage Loan,0.2315,0,0.3666,0.1481
IDBI100487,Omaja Grover,34,Kanpur,Tier 2,self_employed,354684.87,220183.56,70,1,0.44,Mortgage Loan,0.0573,0,0.3027,0.1044
IDBI100488,Jalsa Bir,37,Chennai,Tier 1,salaried,138007.12,134330.95,18,2,0.7484,Mortgage Loan,0.0392,0,0.3624,0.1502
IDBI100489,Madhavi Singhal,51,Jaipur,Tier 2,salaried,71103.72,73327.37,28,0,0.7715,Personal Loan,0.31,1,0.3451,0.0
IDBI100490,Lila Prakash,34,Shimla,Tier 3,salaried,103702.46,102490.85,56,1,0.6459,Mortgage Loan,0.0431,0,0.3824,0.1146
IDBI100491,Amol Parikh,38,Coimbatore,Tier 2,gig_worker,33530.42,22846.49,81,2,0.7667,Personal Loan,0.1824,0,0.1316,0.1569
IDBI100492,Hemani Khosla,37,Visakhapatnam,Tier 2,salaried,250000.0,259220.03,39,3,0.4524,Auto Loan,0.063,0,0.2812,0.2256
IDBI100493,Gaurangi Deol,41,Bilaspur,Tier 3,gig_worker,55115.86,38162.09,28,0,0.8128,Personal Loan,0.4256,1,0.0866,0.0
IDBI100494,Indira Nigam,55,Chandigarh,Tier 2,salaried,109907.96,109741.54,15,2,0.3471,Personal Loan,0.0198,0,0.3776,0.1402
IDBI100495,Ucchal Srinivas,36,Aligarh,Tier 3,self_employed,151571.8,99461.36,35,0,0.6997,Auto Loan,0.0474,0,0.3756,0.0
IDBI100496,Krishna Bhatnagar,41,Bhopal,Tier 2,salaried,136275.21,131651.57,137,0,0.3362,Home Loan,0.0911,0,0.2632,0.0
IDBI100497,Balhaar Memon,24,Pune,Tier 1,gig_worker,33948.89,33051.77,3,2,0.8146,Auto Loan,0.0759,0,0.2068,0.1597
IDBI100498,Caleb Iyengar,34,Delhi,Tier 1,salaried,250000.0,239200.26,7,0,0.5744,Auto Loan,0.0522,1,0.3534,0.0
IDBI100499,Diya Mukherjee,24,Rourkela,Tier 3,salaried,74243.76,70901.17,11,3,0.2428,Home Loan,0.0061,0,0.3593,0.2293
IDBI100500,Urvashi Kulkarni,21,Mysuru,Tier 2,self_employed,190430.79,117472.98,24,1,0.4479,Mortgage Loan,0.0431,0,0.2521,0.0867
IDBI100501,Rayaan Mangal,35,Coimbatore,Tier 2,self_employed,65563.91,52274.04,31,0,0.2544,Mortgage Loan,0.0219,0,0.4531,0.0
IDBI100502,Champak Narula,52,Hyderabad,Tier 1,salaried,40689.41,41050.77,3,1,0.4767,Personal Loan,0.0474,0,0.3367,0.1005
IDBI100503,Jeet Pillai,43,Agartala,Tier 3,salaried,250000.0,238117.43,59,1,0.7009,Mortgage Loan,0.063,0,0.3632,0.1046
IDBI100504,Mugdha Sarraf,46,Jaipur,Tier 2,salaried,74424.41,75686.73,127,0,0.7963,Auto Loan,0.3775,0,0.3449,0.0
IDBI100505,Harinakshi Grover,21,Chandigarh,Tier 2,salaried,86738.55,83146.8,45,0,0.7824,Home Loan,0.31,0,0.2756,0.0
IDBI100506,Widisha Pillai,21,Pune,Tier 1,salaried,250000.0,244655.61,22,0,0.8194,Home Loan,0.4502,0,0.2681,0.0
IDBI100507,Fitan Samra,31,Jaipur,Tier 2,salaried,164647.74,162007.79,44,1,0.5117,Home Loan,0.0573,0,0.2685,0.1085
IDBI100508,Qushi Gole,27,Vadodara,Tier 2,gig_worker,21949.46,14360.6,23,2,0.5655,Home Loan,0.0219,0,0.1757,0.175
IDBI100509,Ekani Chauhan,34,Hyderabad,Tier 1,self_employed,59513.77,47543.58,39,0,0.7582,Home Loan,0.1419,0,0.4093,0.0
IDBI100510,Falak Merchant,31,Bhopal,Tier 2,salaried,92868.62,97153.74,32,1,0.6969,Personal Loan,0.0911,0,0.2756,0.0991
IDBI100511,Sanaya Sandhu,21,Pune,Tier 1,gig_worker,60772.35,50181.36,64,0,0.5649,Personal Loan,0.0759,0,0.2584,0.0
IDBI100512,Sachi Panchal,38,Lucknow,Tier 2,gig_worker,79414.79,53298.96,9,1,0.4294,Home Loan,0.0148,0,0.1965,0.0953
IDBI100513,Brijesh Pandit,40,Kochi,Tier 2,self_employed,400000.0,281511.87,3,0,0.3775,Mortgage Loan,0.0474,0,0.2724,0.0
IDBI100514,Anvi Bhandari,38,Kolkata,Tier 1,salaried,74090.88,70839.89,32,1,0.6963,Mortgage Loan,0.1091,0,0.3393,0.1021
IDBI100515,Nidra Patla,46,Dhanbad,Tier 3,salaried,110035.03,111471.96,21,0,0.6563,Mortgage Loan,0.0691,0,0.3642,0.0
IDBI100516,Azaan Dhar,39,Kolkata,Tier 1,self_employed,337980.44,327147.62,3,1,0.5895,Personal Loan,0.0474,0,0.3012,0.1145
IDBI100517,Bakhshi Date,39,Delhi,Tier 1,self_employed,260268.33,229608.37,40,1,0.2551,Mortgage Loan,0.0522,0,0.3433,0.0966
IDBI100518,Warinder Peri,41,Chandigarh,Tier 2,salaried,170902.71,174746.53,81,0,0.7418,Auto Loan,0.0911,0,0.3591,0.0
IDBI100519,Leela Bali,43,Chennai,Tier 1,self_employed,262199.73,192606.72,8,1,0.4317,Home Loan,0.0356,0,0.3403,0.0869
IDBI100520,Shivani Prabhakar,32,Vadodara,Tier 2,gig_worker,76243.57,64007.84,6,3,0.7224,Mortgage Loan,0.0323,0,0.2636,0.1471
IDBI100521,Sachi Bose,41,Chennai,Tier 1,gig_worker,37536.33,26124.28,35,0,0.9676,Personal Loan,0.475,0,0.0983,0.0
IDBI100522,Jeevika Rao,32,Pune,Tier 1,self_employed,101668.55,73998.01,32,0,0.337,Mortgage Loan,0.0911,0,0.1745,0.0
IDBI100523,Arya Krish,46,Bhopal,Tier 2,self_employed,219185.22,199710.85,24,1,0.2782,Mortgage Loan,0.0431,0,0.2489,0.1
IDBI100524,Atharv Grewal,41,Visakhapatnam,Tier 2,gig_worker,80000.0,67738.1,49,1,0.8979,Home Loan,0.1192,0,0.2439,0.0877
IDBI100525,Zarna Ram,45,Chennai,Tier 1,self_employed,136631.41,98715.6,65,0,0.5002,Mortgage Loan,0.0474,0,0.3635,0.0
IDBI100526,Adweta Lad,22,Vadodara,Tier 2,self_employed,109503.34,109358.06,50,2,0.1625,Auto Loan,0.0134,0,0.316,0.1635
IDBI100527,Tanish Mangal,41,Bengaluru,Tier 1,salaried,117734.07,112699.48,110,1,0.4305,Personal Loan,0.0691,0,0.2811,0.0976
IDBI100528,Ryan Das,41,Nagpur,Tier 2,gig_worker,62542.49,51624.57,26,0,0.6614,Mortgage Loan,0.1192,1,0.1706,0.0
IDBI100529,Ethan Seth,40,Pune,Tier 1,self_employed,267767.7,192924.62,22,1,0.2142,Mortgage Loan,0.0323,0,0.316,0.1016
IDBI100530,Sai Chahal,25,Pune,Tier 1,salaried,207431.08,202494.95,76,1,0.5675,Mortgage Loan,0.063,0,0.3548,0.1113
IDBI100531,Idika Bhattacharyya,30,Kochi,Tier 2,salaried,91101.65,93096.98,25,1,0.4595,Home Loan,0.0573,0,0.3493,0.1006
IDBI100532,Charita Dugar,32,Chandigarh,Tier 2,salaried,136365.63,134210.16,92,0,0.8741,Mortgage Loan,0.2142,0,0.3509,0.0
IDBI100533,Janaki Trivedi,40,Mysuru,Tier 2,salaried,93420.34,89102.64,4,2,0.4287,Personal Loan,0.01,0,0.3608,0.1798
IDBI100534,Jairaj Iyer,42,Bengaluru,Tier 1,salaried,127021.34,123590.72,26,2,0.7283,Mortgage Loan,0.0832,0,0.2707,0.2035
IDBI100535,Warjas Tak,22,Coimbatore,Tier 2,gig_worker,40577.44,33939.65,3,0,0.7599,Personal Loan,0.1301,0,0.2036,0.0
IDBI100536,Jalsa Pillay,35,Coimbatore,Tier 2,self_employed,336032.97,278009.37,20,0,0.327,Mortgage Loan,0.0691,0,0.3315,0.0
