customer_id,name,city,age,city_tier,occupation,declared_monthly_income,tenure_months,existing_products,digital_engagement_score,loan_product_interest,true_monthly_income,loan_converted,conversion_probability,cashflow_cv_label,existing_emi_ratio_label,monthly_credit_mean,monthly_credit_std,cashflow_cv,has_salary_credit,salary_regularity_score,estimated_salary,avg_monthly_income_proxy,avg_monthly_emi,emi_count,emi_to_income_ratio,recency_score,frequency_score,monetary_score,spend_concentration_hhi,has_auto_spend,has_realestate_spend,has_wedding_spend,has_education_spend,has_home_improvement_spend,has_jewellery_spend,total_monthly_debit,total_debit,avg_app_logins,avg_emi_calc_views,avg_loan_page_visits,total_product_views,engagement_trend,digital_engagement_composite,occupation_encoded,city_tier_encoded,interest_personal_loan,interest_home_loan,interest_mortgage_loan,interest_auto_loan,lead_score,lead_score_raw,estimated_income,income_confidence_band,income_deviation_pct,income_deviation_flag,loan_readiness_score,eligible_loan_amount,risk_flag_count,recommendation,explanation_summary
IDBI100917,Advik Devan,Delhi,42,Tier 1,self_employed,194311.18,54,3,0.5998,Mortgage Loan,304806.66,0,0.0015,0.3124,0.1636,385812.73333333334,120510.82451940379,0.31235574699211704,0,0.6004,178757.34,385812.73333333334,49862.00416666666,1.6666666666666667,0.12923887642554044,1.0,0.5062761506276151,0.7597280347795085,0.1096,0,0,0,1,0,0,244259.87,2931118.41,12.916666666666666,2.5,2.8333333333333335,13,0.0106,0.5742568152337262,1,2,0,0,1,0,2.9,0.028887032395804323,308811.6,High,-37.1,1,50.6,7500000.0,2,Review Required,Active digital banking engagement (score: 0.57) + Long banking relationship (54 months) with IDBI Bank → strong Mortgage Loan intent
IDBI100918,Nihal Taneja,Ujjain,29,Tier 3,salaried,246770.1,44,1,0.7313,Home Loan,250000.0,1,0.463,0.2777,0.1039,272700.7945454545,75730.46884068889,0.27770534723567125,1,1.0,272700.79,249975.7283333333,25969.965,1.0,0.10388994632858924,1.0,0.2384937238493724,0.4863301710519997,0.1024,0,1,0,1,0,0,212475.84,2549710.06,16.0,2.6666666666666665,3.5833333333333335,10,-0.0252,0.6686842132009807,2,0,0,1,0,0,26.3,0.26320430525838034,250381.08,High,-1.4,0,61.0,9991000.0,0,Review Required,Active digital banking engagement (score: 0.67) + Frequent loan product page visits (3.6/month) indicate interest + Frequent app usage (16.0 logins/month) → strong Home Loan intent
IDBI100919,Zansi Lad,Aligarh,21,Tier 3,salaried,244245.84,19,1,0.5062,Home Loan,250000.0,0,0.0083,0.2838,0.0967,271229.8809090909,76979.93812438192,0.2838180581961158,1,1.0,271229.88,248627.39083333334,24168.185833333333,1.0,0.09720644918618161,1.0,0.23430962343096234,0.4836163848338504,0.1086,0,1,0,1,0,0,264600.69,3175208.25,9.083333333333334,1.5833333333333333,2.1666666666666665,12,0.0769,0.4185579340346437,2,0,0,1,0,0,2.9,0.028887032395804323,250561.1,High,-2.5,0,47.5,10000000.0,0,Review Required,Mixed signals detected for Home Loan eligibility — review recommended
IDBI100920,Kamya Date,Rourkela,29,Tier 3,salaried,142680.77,12,1,0.8022,Home Loan,144214.11,1,0.871,0.266,0.0974,155964.52545454545,41487.60561606474,0.2660066800136288,1,1.0,155964.53,142967.48166666666,14047.345833333333,1.0,0.09825553104506084,1.0,0.3472803347280335,0.2709556783657618,0.2558,0,1,0,1,0,0,220301.95,2643623.4499999997,16.416666666666668,2.5,3.0,12,0.1182,0.6358519639326109,2,0,0,1,0,0,83.3,0.8333333333333334,143503.16,High,-0.6,0,78.7,5823000.0,0,Pre-qualified,Active digital banking engagement (score: 0.64) + Diversified spending across categories + Frequent app usage (16.4 logins/month) → strong Home Loan intent
IDBI100921,Jacob Balan,Coimbatore,35,Tier 2,self_employed,200823.61,70,0,0.792,Auto Loan,244556.02,0,0.0065,0.2657,0.0,279231.38916666666,74185.4511015219,0.2656773342098812,0,0.6025,113401.23,279231.38916666666,0.0,0.0,0.0,1.0,0.3723849372384937,0.5452127647441227,0.1039,0,0,0,1,0,0,173974.59,2087695.11,16.416666666666668,1.9166666666666667,3.0,7,0.0991,0.5902161128687811,1,1,0,0,0,1,10.0,0.10047363031233998,244377.78,High,-17.8,0,58.8,2000000.0,0,Review Required,Active digital banking engagement (score: 0.59) + Long banking relationship (70 months) with IDBI Bank + Low existing EMI burden (0% of income) → strong Auto Loan intent
IDBI100922,Pushti Magar,Dhanbad,25,Tier 3,salaried,112722.69,3,1,0.2131,Home Loan,112556.47,0,0.001,0.2834,0.0934,123385.15272727273,34966.482759312545,0.28339295276962156,1,1.0,123385.15,113103.05666666666,10507.230833333333,1.0,0.09289961865752111,0.9230769230769231,0.3598326359832636,0.21084783075494026,0.0961,0,1,0,1,0,0,105041.49,1260497.92,5.25,0.6666666666666666,1.0,7,0.0833,0.23173905283556115,2,0,0,1,0,0,0.0,0.0,113426.91,High,-0.6,0,43.3,4671000.0,1,Review Required,Mixed signals detected for Home Loan eligibility — review recommended
IDBI100923,Adya Bose,Guwahati,38,Tier 2,self_employed,219033.08,23,2,0.4239,Personal Loan,301750.16,0,0.001,0.1528,0.1747,349401.7158333333,53403.33152942468,0.15284221315873098,0,0.6499,127240.21,349401.7158333333,52724.645,1.8333333333333333,0.15089978844050658,1.0,0.49372384937238495,0.6864439219514545,0.1039,0,0,1,1,0,0,279093.17,3349118.01,9.083333333333334,1.25,2.3333333333333335,5,0.0758,0.40234601914102663,1,1,1,0,0,0,0.0,0.0,301270.72,High,-27.3,1,46.5,2500000.0,1,Review Required,Mixed signals detected for Personal Loan eligibility — review recommended
IDBI100924,Tamanna Vaidya,Dhanbad,33,Tier 3,gig_worker,16267.7,19,1,0.8095,Personal Loan,21013.99,0,0.1932,0.1833,0.093,22698.10666666667,4159.712350328901,0.18326252543511268,0,0.7589,3247.66,22698.10666666667,1954.7891666666667,1.0,0.08612124329900055,1.0,0.8158995815899581,0.02889063727594511,0.0999,0,0,0,1,0,0,17090.54,205086.48,17.916666666666668,1.5833333333333333,2.3333333333333335,10,0.0593,0.5452685474175433,0,0,1,0,0,0,4.6,0.04567901234567901,18167.04,Medium,-10.5,0,41.9,320000.0,0,Review Required,Frequent app usage (17.9 logins/month) → strong Personal Loan intent
IDBI100925,Christopher Tata,Nagpur,34,Tier 2,salaried,81716.66,29,2,0.7851,Personal Loan,82350.64,0,0.001,0.3764,0.1953,109940.52666666667,41383.09950401855,0.37641350972867105,1,1.0,109940.53,82455.395,16083.449999999999,1.9166666666666667,0.19505636956805553,1.0,0.29707112970711297,0.14916357006390013,0.1216,0,0,0,1,0,0,101111.87,1213342.42,16.666666666666668,2.25,2.3333333333333335,11,0.303,0.5917887526694614,2,1,1,0,0,0,3.3,0.03336374140971842,82505.68,High,-1.0,0,46.0,1131000.0,1,Review Required,Frequent app usage (16.7 logins/month) + Active digital banking engagement (score: 0.59) → strong Personal Loan intent
IDBI100926,Jhalak Dugar,Pune,37,Tier 1,self_employed,134244.46,21,1,0.4438,Mortgage Loan,159651.06,0,0.001,0.2615,0.1063,177474.80000000002,46406.7379965784,0.2614835345445009,0,0.5182,78534.01,177474.80000000002,16973.329166666666,1.0,0.095637967568729,1.0,0.5941422594142259,0.3404082337669828,0.0964,0,0,0,1,0,0,136381.11,1636573.29,9.166666666666666,1.0,2.0,5,-0.058,0.35887232460650165,1,2,0,0,1,0,0.0,0.0,159075.7,High,-15.6,0,47.0,5230000.0,0,Review Required,Mixed signals detected for Mortgage Loan eligibility — review recommended
IDBI100927,Harshil D’Alia,Patna,53,Tier 2,salaried,222399.89,29,3,0.7746,Personal Loan,219219.08,0,0.0229,0.3473,0.1813,260712.08500000002,90552.82234909855,0.34732882577767177,1,1.0,260712.09,217260.07083333333,39739.08083333333,1.75,0.1829101899898503,1.0,0.301255230125523,0.420483674576751,0.1113,0,0,0,1,0,0,185138.41,2221660.89,15.333333333333334,2.0833333333333335,4.083333333333333,10,-0.0583,0.6415514290516492,2,1,1,0,0,0,0.7,0.007017543859649123,218932.05,High,1.6,0,45.4,2500000.0,1,Review Required,Active digital banking engagement (score: 0.64) + Frequent loan product page visits (4.1/month) indicate interest → strong Personal Loan intent
IDBI100928,Yashodhara Agate,Salem,58,Tier 3,salaried,247353.33,8,0,0.4347,Home Loan,250000.0,0,0.0107,0.3519,0.0,296618.442,104367.34246290194,0.3518572269451201,1,1.0,296618.44,247182.035,0.0,0.0,0.0,1.0,0.18828451882845187,0.48070733072772204,0.1048,0,0,0,1,0,0,161496.45,1937957.44,8.166666666666666,1.4166666666666667,1.75,2,0.2885,0.38066681859527013,2,0,0,1,0,0,0.7,0.007017543859649123,250203.58,High,-1.1,0,44.3,10000000.0,2,Review Required,Mixed signals detected for Home Loan eligibility — review recommended
IDBI100929,Advik Konda,Ahmedabad,36,Tier 1,gig_worker,75023.43,6,0,0.8213,Home Loan,73773.81,1,0.628,0.2388,0.0,81550.39416666667,19471.984004236565,0.2387724081926712,0,0.6206,12862.07,81550.39416666667,0.0,0.0,0.0,1.0,0.8744769874476988,0.1473420833894483,0.6584,0,1,0,1,0,0,285474.9,3425698.76,17.416666666666668,1.5833333333333333,3.75,12,0.3738,0.6339895976034169,0,2,0,1,0,0,80.0,0.7999999999999999,72778.01,High,3.1,0,77.1,3774000.0,1,Pre-qualified,Active digital banking engagement (score: 0.63) + Diversified spending across categories + Frequent app usage (17.4 logins/month) → strong Home Loan intent
IDBI100930,Urmi Patla,Chennai,36,Tier 1,gig_worker,72588.9,66,2,0.7874,Home Loan,71890.79,0,0.02,0.2128,0.1477,84472.55333333333,17971.61218560151,0.2127509051926552,0,0.7237,13379.68,84472.55333333333,10616.8375,1.5833333333333333,0.12568387104513554,1.0,0.7238493723849372,0.15322348568949473,0.1042,0,0,0,1,0,0,62263.27,747159.23,16.25,2.1666666666666665,3.3333333333333335,7,0.0259,0.6222245657676184,0,2,0,1,0,0,0.7,0.007017543859649123,77884.04,High,-6.8,0,53.8,2815000.0,0,Review Required,Active digital banking engagement (score: 0.62) + Long banking relationship (66 months) with IDBI Bank + Frequent loan product page visits (3.3/month) indicate interest → strong Home Loan intent
IDBI100931,Mason Gola,Pune,42,Tier 1,gig_worker,17299.75,9,0,0.7524,Home Loan,25627.95,0,0.7071,0.1659,0.0,27887.36333333333,4627.462223786349,0.16593401708419006,0,0.6527,4608.11,27887.36333333333,0.0,0.0,0.0,0.9230769230769231,0.7071129707112971,0.03933500541407064,0.1087,0,0,0,1,0,0,18871.34,226456.02,13.916666666666666,2.6666666666666665,2.8333333333333335,12,-0.2212,0.5888156723087874,0,2,0,1,0,0,20.3,0.2029486753131582,25405.84,High,-31.9,1,54.0,1317000.0,2,Review Required,Active digital banking engagement (score: 0.59) + Active use of EMI calculator (2.7/month) shows purchase intent → strong Home Loan intent
IDBI100932,Oni Kapur,Chennai,39,Tier 1,gig_worker,26597.56,19,0,0.7012,Home Loan,27197.3,0,0.0086,0.2472,0.0,29871.928333333333,7383.204754140345,0.24716197333339252,0,0.6933,6006.35,29871.928333333333,0.0,0.0,0.0,0.6923076923076923,0.5188284518828452,0.043329320743891,0.106,0,0,0,1,0,0,18599.39,223192.66,15.0,2.5,3.5,12,0.0748,0.6428478561259194,0,2,0,1,0,0,8.4,0.0842651684576083,26768.0,High,-0.6,0,51.6,1388000.0,0,Review Required,Active digital banking engagement (score: 0.64) + Frequent loan product page visits (3.5/month) indicate interest → strong Home Loan intent
IDBI100933,Yuvraj Saha,Mumbai,31,Tier 1,salaried,236472.13,9,0,0.6642,Auto Loan,230747.06,0,0.0085,0.2791,0.0,250572.13454545455,69935.67131728247,0.2791039452337663,1,1.0,250572.13,229691.12333333332,0.0,0.0,0.0,0.9230769230769231,0.16736401673640167,0.44550353714943147,0.099,1,0,0,1,0,0,164814.0,1977768.03,15.333333333333334,2.0,2.3333333333333335,10,-0.1565,0.5318209503282448,2,2,0,0,0,1,10.3,0.10294867531315817,227100.52,High,4.1,0,49.3,2000000.0,1,Review Required,Recent auto dealer/showroom transactions detected → Auto Loan intent signal + Active digital banking engagement (score: 0.53) → strong Auto Loan intent
IDBI100934,Anika Brahmbhatt,Delhi,44,Tier 1,gig_worker,68235.75,6,2,0.7005,Auto Loan,68460.15,0,0.032,0.2751,0.1375,75288.64416666667,20715.368350635214,0.2751459875512906,0,0.7244,13094.09,75288.64416666667,9410.48,1.5,0.1249920237528517,1.0,0.891213389121339,0.13473911799577132,0.269,1,0,0,1,0,0,107026.38,1284316.57,13.083333333333334,1.4166666666666667,3.0833333333333335,8,0.1798,0.5160310751008463,0,2,0,0,0,1,7.7,0.07663288583947397,68390.8,High,-0.2,0,46.0,1098000.0,1,Review Required,Diversified spending across categories + Frequent loan product page visits (3.1/month) indicate interest → strong Auto Loan intent
IDBI100935,Jagdish Thakkar,Hyderabad,49,Tier 1,salaried,210968.65,10,1,0.2941,Home Loan,215782.73,0,0.001,0.3549,0.1101,257526.67,91392.48762811645,0.35488552555786335,1,1.0,257526.67,214605.55833333335,23761.069166666668,1.0,0.11071972856248248,0.6923076923076923,0.3389121338912134,0.4151409622080708,0.2561,0,1,0,1,0,0,319809.19,3837710.29,6.166666666666667,0.9166666666666666,1.3333333333333333,5,-0.0435,0.275565646998339,2,2,0,1,0,0,1.9,0.0193632228719948,216409.98,High,-2.5,0,43.1,8484000.0,2,Review Required,"Healthy monthly spending of ₹319,809 indicates active lifestyle + Diversified spending across categories → strong Home Loan intent"
IDBI100936,Praneel Kapoor,Hyderabad,37,Tier 1,gig_worker,36381.12,24,0,0.8026,Mortgage Loan,37338.66,0,0.183,0.1753,0.0,43132.45,7562.214695104507,0.17532541497421333,0,0.713,6924.31,43132.450000000004,0.0,0.0,0.0,1.0,0.5941422594142259,0.07001864811516961,0.106,0,0,0,1,0,0,25098.39,301180.68,16.333333333333332,2.5,3.8333333333333335,10,-0.0164,0.6748817222969232,0,2,0,0,1,0,21.5,0.2147766323024055,38221.76,High,-4.8,0,58.3,1647000.0,0,Review Required,Active digital banking engagement (score: 0.67) + Frequent loan product page visits (3.8/month) indicate interest → strong Mortgage Loan intent
IDBI100937,Nandini Biswas,Agartala,44,Tier 3,gig_worker,44363.63,30,3,0.799,Mortgage Loan,59683.67,0,0.0716,0.1667,0.1625,68905.41916666667,11487.185416631923,0.16670946284858976,0,0.6841,10534.72,68905.41916666667,9696.42,1.6666666666666667,0.14072071714049872,0.9230769230769231,0.7364016736401674,0.12189166101089424,0.106,0,0,0,1,0,0,51217.28,614607.34,15.916666666666666,2.25,3.0,8,0.0826,0.6082315779482718,0,0,0,0,1,0,0.0,0.0,60954.64,High,-27.2,1,47.7,1698000.0,1,Review Required,Active digital banking engagement (score: 0.61) + Frequent loan product page visits (3.0/month) indicate interest → strong Mortgage Loan intent
IDBI100938,Barkha Mukhopadhyay,Kochi,40,Tier 2,salaried,112823.58,35,4,0.7747,Home Loan,115682.87,0,0.0088,0.3647,0.1941,138377.854,50461.33699765818,0.36466338752195265,1,1.0,138377.85,115314.87833333334,22457.4325,2.1666666666666665,0.1947487854523311,1.0,0.4476987447698745,0.21529954344260507,0.1135,0,0,0,1,0,0,103541.51,1242498.15,14.833333333333334,2.5,3.0,6,0.098,0.613652372854544,2,1,0,1,0,0,5.4,0.05401234567901234,115347.25,High,-2.2,0,47.9,3393000.0,1,Review Required,Active digital banking engagement (score: 0.61) + Frequent loan product page visits (3.0/month) indicate interest → strong Home Loan intent
IDBI100939,Gabriel Shan,Shimla,31,Tier 3,salaried,111888.34,6,1,0.8587,Home Loan,114026.27,0,0.1856,0.3503,0.1033,136644.5,47872.203352098004,0.35034123841133746,1,1.0,136644.5,113870.41666666667,11781.795833333332,1.0,0.10346669642759129,1.0,0.2301255230125523,0.2123922890173257,0.2413,0,1,0,1,0,0,151163.62,1813963.48,15.916666666666666,3.1666666666666665,3.25,15,-0.1746,0.6796468439057185,2,0,0,1,0,0,24.7,0.2472222222222222,114746.69,High,-2.5,0,52.3,4592000.0,2,Review Required,Active digital banking engagement (score: 0.68) + Diversified spending across categories + Frequent app usage (15.9 logins/month) → strong Home Loan intent
IDBI100940,Jyoti Iyer,Bengaluru,53,Tier 1,salaried,58758.31,3,1,0.7821,Home Loan,61372.03,0,0.0725,0.2748,0.093,67092.84999999999,18438.812834684883,0.2748253030641102,1,1.0,67092.85,61501.77916666667,5708.6675,1.0,0.09282117651474445,1.0,0.2928870292887029,0.10699042434267168,0.3105,0,1,0,1,0,0,111954.0,1343447.94,15.0,2.4166666666666665,3.0,14,0.2979,0.6194948774025152,2,2,0,1,0,0,18.1,0.18072645309093596,61794.24,High,-4.9,0,50.6,2546000.0,1,Review Required,Active digital banking engagement (score: 0.62) + Diversified spending across categories + Low existing EMI burden (9% of income) → strong Home Loan intent
IDBI100941,Daksha Kibe,Hyderabad,54,Tier 1,salaried,118087.0,6,1,0.3552,Personal Loan,120754.96,0,0.001,0.3722,0.1078,160870.63888888888,59880.65368714286,0.37222860616909464,1,1.0,160870.64,120652.97916666667,13020.385,1.0,0.10791598425442941,0.9230769230769231,0.13807531380753138,0.22604348883653783,0.0902,0,0,1,1,0,0,101032.9,1212394.81,6.833333333333333,0.75,1.3333333333333333,11,0.0,0.27389662263703235,2,2,1,0,0,0,0.0,0.0,118107.03,High,-0.0,0,42.2,2069000.0,2,Review Required,Mixed signals detected for Personal Loan eligibility — review recommended
IDBI100942,Jyoti Tak,Bengaluru,40,Tier 1,salaried,145656.68,3,2,0.6713,Mortgage Loan,140467.0,0,0.0175,0.3737,0.1549,188066.96666666667,70285.39513195185,0.37372536165017733,1,1.0,188066.97,141050.225,21756.314166666667,1.5,0.15424515747257167,1.0,0.4393305439330544,0.2670968338860562,0.1369,0,0,0,1,1,0,168441.04,2021292.43,12.75,1.6666666666666667,3.5,15,-0.05,0.5426665447283081,2,2,0,0,1,0,3.8,0.037531929212744154,140765.61,High,3.5,0,43.0,3983000.0,2,Review Required,Frequent loan product page visits (3.5/month) indicate interest + Active digital banking engagement (score: 0.54) → strong Mortgage Loan intent
IDBI100943,Yatan Dora,Delhi,48,Tier 1,self_employed,220162.91,54,1,0.2837,Home Loan,280810.55,0,0.001,0.2325,0.1099,312223.4008333333,72597.8896893745,0.2325190536507149,0,0.6305,106092.79,312223.4008333333,30855.0175,1.0,0.09882352641617209,1.0,0.46443514644351463,0.6116154766541778,0.1164,0,1,0,1,0,0,304725.58,3656707.0,5.416666666666667,0.5,1.3333333333333333,4,0.25,0.24828857866012816,1,2,0,1,0,0,3.3,0.03299962921764924,281225.47,High,-21.7,1,53.0,10000000.0,1,Review Required,"Healthy monthly spending of ₹304,726 indicates active lifestyle + Consistent monthly credit amounts → strong Home Loan intent"
IDBI100944,Nimrat Bajwa,Kanpur,41,Tier 2,salaried,149263.6,3,2,0.6449,Auto Loan,146991.33,1,0.368,0.353,0.1483,175358.88700000002,61905.70771305342,0.3530229278488373,1,1.0,175358.89,146132.40583333335,21794.856666666667,1.6666666666666667,0.14914458256113358,0.8461538461538461,0.18828451882845187,0.2773256915004466,0.1126,1,0,0,1,0,0,166440.98,1997291.7,14.166666666666666,2.0833333333333335,3.25,6,0.1111,0.587533046152021,2,1,0,0,0,1,71.5,0.7147766323024055,146778.58,High,1.7,0,70.3,2000000.0,2,Review Required,Active digital banking engagement (score: 0.59) + Frequent app usage (14.2 logins/month) + Recent auto dealer/showroom transactions detected → Auto Loan intent signal → strong Auto Loan intent
IDBI100945,Hiral Andra,Jaipur,56,Tier 2,salaried,184102.53,4,1,0.6901,Auto Loan,175953.85,0,0.0015,0.3795,0.1066,236424.28111111114,89731.05646240053,0.3795340141913346,1,1.0,236424.28,177318.21083333335,18761.341666666667,1.0,0.1058060623243092,0.8461538461538461,0.25523012552301255,0.3400930682224426,0.0919,1,0,0,1,0,0,164936.7,1979240.4,13.416666666666666,2.0833333333333335,2.1666666666666665,4,0.0549,0.5137483714308313,2,1,0,0,0,1,9.3,0.09342486578934865,175830.62,High,4.7,0,45.8,2000000.0,2,Review Required,Frequent app usage (13.4 logins/month) + Recent auto dealer/showroom transactions detected → Auto Loan intent signal → strong Auto Loan intent
IDBI100946,Aarav Puri,Pune,43,Tier 1,self_employed,159481.61,23,4,0.3828,Personal Loan,166953.94,0,0.001,0.2814,0.1768,197362.9491666667,55544.181631244515,0.2814316560720788,0,0.7361,81653.38,197362.9491666667,29510.26166666667,2.0,0.14952280451457076,0.7692307692307692,0.4602510460251046,0.3804369247386418,0.1014,0,0,1,1,0,0,155615.89,1867390.67,8.0,1.1666666666666667,1.1666666666666667,8,-0.0702,0.30853989915368185,1,2,1,0,0,0,0.0,0.0,167068.1,High,-4.5,0,46.3,2429000.0,0,Review Required,Mixed signals detected for Personal Loan eligibility — review recommended
IDBI100947,Hemang Jha,Siliguri,21,Tier 3,salaried,253396.29,34,0,0.6466,Home Loan,241782.92,0,0.0418,0.3625,0.0,363443.3975,131753.23651685414,0.36251377084613057,1,1.0,363443.4,242295.59833333336,0.0,0.0,0.0,0.8461538461538461,0.12133891213389121,0.47087244555849705,0.1062,0,1,0,1,0,0,257551.54,3090618.51,13.166666666666666,2.0833333333333335,2.0833333333333335,13,0.5068,0.5283101465237681,2,0,0,1,0,0,12.0,0.11953853706431024,242333.44,High,4.6,0,53.3,10000000.0,1,Review Required,Active digital banking engagement (score: 0.53) + Low existing EMI burden (0% of income) + Increasing digital engagement trend (+51%) → strong Home Loan intent
IDBI100948,Oni Swamy,Ahmedabad,33,Tier 1,salaried,125412.84,3,2,0.726,Home Loan,120385.16,0,0.0345,0.3441,0.1853,144170.734,49609.19716800598,0.34410033015442637,1,1.0,144170.73,120142.27833333334,22310.352499999997,1.6666666666666667,0.18569942912269558,0.7692307692307692,0.42677824267782427,0.22501560606750004,0.113,0,1,0,1,0,0,138727.55,1664730.65,13.916666666666666,2.3333333333333335,3.75,11,-0.0187,0.6249712574151705,2,2,0,1,0,0,25.8,0.25795148247978433,120389.84,High,4.2,0,51.6,3672000.0,2,Review Required,Active digital banking engagement (score: 0.62) + Frequent loan product page visits (3.8/month) indicate interest + Diversified spending across categories → strong Home Loan intent
IDBI100949,Lucky Mammen,Chennai,45,Tier 1,self_employed,196412.74,119,3,0.5919,Home Loan,220914.13,0,0.0055,0.2911,0.2009,250094.68583333332,72794.87969866031,0.29106927824596746,0,0.7482,90016.52,250094.68583333332,44381.795000000006,1.9166666666666667,0.17745996822010313,1.0,0.5523012552301255,0.4865695956946026,0.1127,0,0,0,1,0,0,204839.95,2458079.44,10.75,2.9166666666666665,2.9166666666666665,11,0.05,0.5838329263228663,1,2,0,1,0,0,2.9,0.028887032395804323,222177.81,High,-11.6,0,53.1,6407000.0,0,Review Required,Active digital banking engagement (score: 0.58) + Frequent loan product page visits (2.9/month) indicate interest → strong Home Loan intent
IDBI100950,Caleb Kata,Mumbai,21,Tier 1,salaried,216905.45,66,1,0.5628,Home Loan,225632.45,0,0.001,0.3642,0.0941,270141.00899999996,98381.37787860526,0.36418527584090454,1,1.0,270141.01,225117.50749999998,21236.9725,1.0,0.09433727627781238,0.3076923076923077,0.36401673640167365,0.4362982635323958,0.3344,0,1,0,1,0,0,371422.04,4457064.51,10.916666666666666,1.6666666666666667,2.0833333333333335,10,-0.1205,0.43491872874317805,2,2,0,1,0,0,15.4,0.1536804957345708,225834.38,High,-4.0,0,57.6,9263000.0,1,Review Required,"Healthy monthly spending of ₹371,422 indicates active lifestyle + Diversified spending across categories + Highly regular income credit pattern (100% regularity) → strong Home Loan intent"
IDBI100951,Kashish Shanker,Hyderabad,25,Tier 1,gig_worker,40116.24,89,1,0.7447,Home Loan,53162.06,1,0.4467,0.235,0.1028,59574.945,13997.26716563987,0.23495224654659558,0,0.7271,9586.45,59574.945,5462.732499999999,1.0,0.09169513291199848,0.9230769230769231,0.7866108786610879,0.10311230331870008,0.6289,0,1,0,1,0,0,189224.24,2270690.9299999997,14.416666666666666,1.5833333333333333,3.5,8,0.5595,0.5890633987186585,0,2,0,1,0,0,35.8,0.3579514824797843,53510.2,High,-25.0,1,67.1,2145000.0,1,Pre-qualified,Active digital banking engagement (score: 0.59) + Diversified spending across categories + Low existing EMI burden (9% of income) → strong Home Loan intent
IDBI100952,Girish Tiwari,Indore,52,Tier 2,gig_worker,19041.81,87,1,0.806,Auto Loan,19067.54,0,0.5729,0.2257,0.0953,19430.254166666666,4385.453068853596,0.22570230071292666,0,0.6606,2889.69,19430.254166666666,1816.9633333333334,1.0,0.0935120723459399,0.9230769230769231,0.8242677824267782,0.02231346125180795,0.5505,1,0,0,1,0,0,56254.12,675049.38,15.666666666666666,3.5833333333333335,3.75,1,0.4021,0.7651760126156766,0,1,0,0,0,1,35.2,0.3520931941472692,18120.52,High,5.1,0,67.9,332000.0,0,Pre-qualified,Active digital banking engagement (score: 0.77) + Active use of EMI calculator (3.6/month) shows purchase intent + Frequent loan product page visits (3.8/month) indicate interest → strong Auto Loan intent
IDBI100953,Meera Borde,Chennai,41,Tier 1,salaried,112776.37,31,2,0.7865,Mortgage Loan,116063.78,0,0.0538,0.3752,0.1554,155766.83666666667,58450.591785666926,0.37524413435157766,1,1.0,155766.84,116825.1275,18035.724166666667,1.5,0.1543822339647493,0.9230769230769231,0.20502092050209206,0.21833920775103793,0.1079,0,0,0,1,0,0,99521.45,1194257.39,15.666666666666666,2.6666666666666665,2.5,6,0.0374,0.6064157466582297,2,2,0,0,1,0,1.9,0.0193632228719948,116291.42,High,-3.0,0,46.4,3284000.0,1,Review Required,Frequent app usage (15.7 logins/month) → strong Mortgage Loan intent
IDBI100954,Radhika De,Chandigarh,30,Tier 2,salaried,215228.85,3,0,0.5306,Personal Loan,223385.2,0,0.0209,0.2863,0.0,245233.08454545456,70206.80588409863,0.28628602871520636,1,1.0,245233.08,224796.99416666667,0.0,0.0,0.0,1.0,0.058577405857740586,0.4356531693577302,0.0955,0,0,1,1,0,0,175600.68,2107208.2,11.833333333333334,1.1666666666666667,2.5,7,-0.0455,0.43607601439531757,2,1,1,0,0,0,0.7,0.007017543859649123,224237.42,High,-4.0,0,44.9,2500000.0,1,Review Required,Low existing EMI burden (0% of income) + Highly regular income credit pattern (100% regularity) → strong Personal Loan intent
IDBI100955,Bishakha Lal,Ranchi,53,Tier 2,salaried,84470.89,24,4,0.7916,Personal Loan,81636.4,0,0.0055,0.3507,0.1829,97467.95499999999,34183.3494867884,0.35071372418543517,1,1.0,97467.95,81223.29583333334,14927.4775,2.0,0.18378320341285503,1.0,0.26359832635983266,0.14668373564715106,0.1107,0,0,0,1,0,0,68116.79,817401.52,14.666666666666666,1.3333333333333333,3.0833333333333335,13,-0.0093,0.521382687455509,2,1,1,0,0,0,0.0,0.0,80999.18,High,4.3,0,44.2,1150000.0,1,Review Required,Frequent loan product page visits (3.1/month) indicate interest → strong Personal Loan intent
IDBI100956,Maya Narain,Patna,32,Tier 2,salaried,184294.62,96,0,0.5414,Mortgage Loan,187150.59,0,0.1189,0.3555,0.0,224384.306,79773.84538841526,0.3555232841837666,1,1.0,224384.31,186986.92166666666,0.0,0.0,0.0,1.0,0.28870292887029286,0.3595531916757854,0.1001,0,0,0,1,1,0,144531.45,1734377.34,10.583333333333334,2.3333333333333335,2.0,8,0.1884,0.4922790919876612,2,1,0,0,1,0,16.5,0.16502002050650352,186598.94,High,-1.2,0,59.5,7500000.0,1,Review Required,Active digital banking engagement (score: 0.49) + Long banking relationship (96 months) with IDBI Bank + Low existing EMI burden (0% of income) → strong Mortgage Loan intent
